id,title,date_release,rating,wish_list_count,review_count,list_count,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10
490019,Fast & Furious 6,2013-05-24,527,662,222,2081,436,533,845,1458,2367,2936,2129,917,264,209
431891,Annie Hall,1977-04-20,749,4782,91,4402,39,43,111,228,552,1371,3247,4035,1758,716
393691,Gone Baby Gone,2007-10-19,695,3615,109,2115,28,47,123,271,775,2360,4867,2893,637,118
395367,Bodyguard,1992-11-25,569,1333,41,1054,185,332,601,1146,2292,3186,2641,1252,320,196
451811,Master and Commander : De l'autre côté du monde,2003-11-14,677,2086,76,2072,47,74,218,443,1097,2511,4063,2636,824,241
477793,Brothers,2009-12-04,671,3588,111,2158,36,80,144,384,1093,2867,4404,2450,566,134
372636,Kiss Kiss Bang Bang,2005-09-14,709,4656,125,2384,29,50,112,306,800,2057,4367,3285,935,224
8194598,Supercondriaque,2014-02-26,403,584,162,1137,1005,1346,1814,2253,2342,1948,1001,362,68,60
552095,Sheitan,2006-02-01,580,2016,107,1235,320,419,648,1004,1666,2727,3149,1683,458,143
389511,Le Stratège,2011-09-23,701,3899,175,2430,18,40,84,227,781,2281,5126,3002,552,116
403081,Rencontre avec Joe Black,1998-12-30,640,2290,79,1408,135,204,372,706,1350,2614,3419,2310,801,326
386154,Perfect Blue,1998-02-28,782,8394,136,5336,19,17,59,104,326,914,2805,4531,2626,839
459283,« Il » est revenu,1990-11-18,619,1967,136,2644,161,255,404,835,1766,3055,3318,1631,507,310
458758,Blade II,2002-03-21,575,1270,66,2461,210,429,702,1291,2441,3223,2435,1116,264,150
8178687,La Crème de la crème,2014-04-02,556,2291,148,1200,219,377,763,1462,2383,3340,2567,870,195,86
436959,"Good Morning, Vietnam",1987-12-23,706,4179,68,2478,22,49,92,192,691,2104,4641,3231,947,304
364329,xXx,2002-10-09,441,614,74,751,764,1100,1820,2222,2419,2190,1186,381,106,86
380185,L'Arme fatale 2,1989-07-07,667,982,54,2544,46,105,153,388,1234,3051,4452,2134,491,227
481336,Magnolia,1999-12-17,750,8559,143,4908,61,98,169,333,635,1293,2858,3766,2201,885
417227,Walk the Line,2005-11-18,736,4917,87,3032,11,15,54,119,505,1596,4168,4152,1336,362
489419,We Need to Talk About Kevin,2011-09-28,728,6061,214,2667,52,72,143,216,532,1446,3649,4140,1646,422
487616,Joyeux Noël,2005-11-09,640,1732,45,1697,64,113,219,506,1325,3287,4011,2048,567,196
498391,La Dame en noir,2012-02-03,568,1689,292,1332,141,320,648,1276,2509,3563,2617,979,211,78
406067,Déjà Vu,2006-11-22,597,1376,77,1266,76,167,398,952,2169,3888,3137,1187,265,106
9098028,Nymphomaniac : Volume 2,2013-12-25,622,3096,131,2246,252,288,499,934,1615,2664,2879,2032,889,312
472895,L'Orphelinat,2008-03-05,668,2711,117,2304,59,108,217,503,1217,2660,4248,2522,625,206
425270,Apocalypto,2006-12-08,702,3462,162,2223,80,154,218,440,911,1925,3762,3219,1222,450
12021294,Papa ou Maman,2015-02-04,561,848,187,1346,163,337,625,1244,2477,3847,2639,868,122,64
452370,"Twilight : Chapitre 5 - Révélation, 2e partie",2012-11-14,392,562,205,1270,1584,1544,1721,1813,1829,1620,1155,597,274,268
370485,Lolita malgré moi,2004-04-30,532,894,76,1640,329,589,903,1484,2465,2872,2185,1015,325,256
16385586,Swiss Army Man,2016-07-01,705,4981,132,2891,72,101,185,348,756,1844,3918,3490,1293,424
19673643,Le Crime de l'Orient-Express,2017-11-10,562,3096,218,2615,107,195,569,1363,2722,3703,2633,850,193,102
452322,Lovely Bones,2009-12-11,634,2934,191,2170,124,210,412,772,1455,2851,3449,2171,731,269
477159,Austin Powers : L'Espion qui m'a tirée,1999-06-11,607,906,31,1085,247,321,485,876,1720,3237,3436,1564,415,176
13185995,L'Homme irrationnel,2015-07-17,629,3993,196,2311,60,130,336,687,1612,3439,4008,1729,383,96
467893,Braquage à l'italienne,2003-05-30,576,986,44,1468,79,197,505,1093,2493,3982,2901,953,195,89
371989,The Fountain,2006-11-22,639,5713,215,3725,227,328,524,915,1449,2204,2796,2254,1099,711
804212,Phantom of the Paradise,1974-10-31,791,6975,143,6192,32,31,87,161,385,981,2666,4058,2674,1453
475717,La Cité des enfants perdus,1995-05-17,712,5115,56,2840,75,88,137,333,774,1925,3797,3520,1366,523
457404,Las Vegas 21,2008-03-28,600,930,71,725,71,175,394,842,2050,3830,3511,1356,259,70
457399,The Reader,2008-12-10,703,3296,129,1873,40,63,135,300,790,2104,4347,3391,1087,311
33247816,Us,2019-03-20,642,5164,269,3734,92,175,349,731,1479,3010,3849,2201,550,157
19781450,Lady Bird,2018-02-28,653,7310,169,3078,38,59,189,410,1289,3231,4440,2240,547,161
416112,Training Day,2001-09-02,688,2083,82,2259,38,65,139,348,917,2473,4493,2997,891,250
402440,Hollywoo,2011-12-07,394,596,165,623,993,1543,2001,2444,2421,1859,946,272,86,56
495055,L'amour dure trois ans,2012-01-18,536,1419,198,929,329,517,929,1482,2360,3341,2474,911,212,75
380252,Numéro 9,2009-08-19,643,2150,110,1132,51,102,274,694,1503,3246,3922,2078,602,166
16135636,Comme des bêtes,2016-06-24,576,1732,155,1694,79,194,474,1159,2492,4144,2869,945,194,99
424312,Conan le Barbare,1982-04-02,693,2663,161,4669,100,144,251,530,1141,2378,3537,2647,1158,765
417017,La Jetée,1962-02-16,809,6076,111,4696,38,31,54,120,322,847,2267,4021,3095,1863
369854,In the Air,2009-12-04,613,1801,161,1241,91,197,414,961,2087,3789,3537,1284,235,67
482573,"Moi César, 10 ans 1/2, 1m39",2003-04-09,481,493,23,488,376,664,1260,2122,3152,2953,1591,417,85,48
8377825,"Les Miller, une famille en herbe",2013-08-09,570,836,184,1238,147,303,585,1344,2472,3843,2781,895,216,94
422158,Dragonball : Evolution,2009-03-12,168,675,353,1428,8919,1985,869,393,207,112,68,26,21,92
418037,Le Dernier Roi d'Écosse,2006-09-27,736,4167,95,1912,19,14,35,140,449,1594,4610,4509,1137,234
384697,The Chaser,2008-02-14,786,5791,199,5559,21,18,48,85,232,757,3024,5416,2579,575
491886,The Wrestler,2008-12-17,722,4308,155,2436,37,38,117,282,715,1950,4443,3820,1137,224
17461382,La Favorite,2019-02-06,722,7811,185,4305,39,45,91,259,604,1694,4177,4310,1301,252
482710,Le Lauréat,1967-12-22,781,5053,122,3859,18,20,41,115,314,1056,3258,4693,2393,877
494965,Assassin's Creed,2016-12-21,460,3609,304,1934,437,817,1621,2433,2950,2614,1281,428,113,93
495895,Easy Rider,1969-05-08,724,4551,118,3836,27,61,126,282,699,1838,4011,3765,1470,524
479471,Lara Croft : Tomb Raider - Le Berceau de la vie,2003-08-20,402,616,43,965,858,1556,2143,2474,2542,1868,919,302,77,84
414147,"Paris, Texas",1984-09-19,805,8978,131,5261,24,41,60,121,287,761,2321,4345,3186,1680
399284,Rush Hour,1998-09-18,567,667,36,1101,151,298,564,1222,2557,3865,2811,1001,226,136
10483067,Magic in the Moonlight,2014-07-26,627,3214,189,2344,57,103,262,742,1733,3707,4043,1718,377,98
395539,"True Lies, le caméléon",1994-07-15,637,1329,84,2898,72,160,356,799,1757,3478,3851,1811,403,178
493116,True Romance,1993-09-10,736,4418,118,4289,31,44,97,232,592,1694,3971,3971,1621,617
471494,Donnie Brasco,1997-02-28,721,3738,55,3162,15,28,67,149,522,1860,5065,3908,1024,277
456590,Neverland,2004-10-29,658,3039,95,2131,45,119,207,562,1345,3010,4088,2434,812,296
427935,Night and Day,2010-06-16,511,830,215,1251,302,596,1106,1991,3059,3261,1900,530,124,50
8467100,Nos pires voisins,2014-05-09,512,962,127,1266,347,548,1097,1919,2976,3387,1954,513,106,72
15573724,Manchester by the Sea,2016-11-17,734,7421,186,3422,29,38,123,244,590,1468,3697,4484,1812,441
388103,Hitman,2007-12-26,439,785,107,839,700,1208,1824,2366,2462,2269,1367,528,132,73
384222,"Twilight : Chapitre 4 - Révélation, 1ère partie",2011-11-16,361,570,190,1225,1969,1812,1989,1871,1883,1470,1006,494,213,226
398202,La Guerre des boutons,1962-04-18,711,1406,44,1654,35,34,91,216,745,2268,4934,3230,986,426
477917,"Ghost Dog, la voie du samouraï",1999-05-18,744,3635,86,2745,39,69,123,254,590,1469,3549,4272,1949,664
384539,The Mist,2007-11-21,655,3291,237,3159,133,203,383,735,1399,2726,4035,2447,695,226
369187,Dog Pound,2010-06-23,737,3943,165,1983,30,37,75,164,479,1536,4279,4555,1512,362
413621,Double Zéro,2004-06-16,353,445,59,867,1890,2171,2191,2145,1884,1555,784,284,77,54
636113,Fast & Furious : Tokyo Drift,2006-07-19,433,543,96,973,851,1310,1844,2080,2340,2213,1422,646,186,148
427584,Mémoires d'une geisha,2005-12-09,700,3506,88,1553,44,89,147,355,873,2183,3938,3390,1415,613
481670,Indigènes,2006-09-27,611,1849,60,1079,154,225,382,766,1863,3534,3787,1775,442,122
431819,J'ai rencontré le diable,2010-08-12,765,6591,316,6834,63,54,119,235,427,1167,2943,4655,2582,824
477805,Le Nom des gens,2010-11-24,682,2324,200,1472,100,120,211,396,900,2308,4392,3201,1068,373
420546,Hyper Tension,2006-08-31,589,1319,110,1455,299,447,647,1062,1975,3267,3212,1553,431,177
428232,Le Guerrier silencieux - Valhalla Rising,2010-03-05,635,7024,348,4353,250,360,611,952,1595,2501,3204,2278,962,378
1301581,P.S. : I Love You,2008-02-06,588,2081,103,1539,175,335,562,1088,2006,3080,3130,1723,651,355
24966007,Pentagon Papers,2018-01-24,676,8126,244,4165,23,39,107,345,1138,3129,5134,2515,560,132
454102,Frankenweenie,2012-10-05,660,2979,229,3092,38,85,183,509,1369,3322,4557,2274,570,229
497664,Le monde ne suffit pas,1999-11-18,549,801,77,1803,157,311,734,1606,2934,3710,2631,833,174,72
458279,La Chèvre,1981-12-09,663,1340,63,2266,45,98,229,456,1240,3171,4570,2388,650,317
434210,La vie est belle,1946-12-21,822,7854,175,5982,35,24,44,83,259,720,2273,4223,3406,2098
17953470,Les Figures de l'ombre,2017-03-08,709,4616,163,2835,29,25,60,192,552,1929,4737,3887,1343,411
13348488,Danish Girl,2015-11-27,674,5302,179,2424,62,77,169,434,958,2440,4112,3178,1261,484
368526,Capitaine Phillips,2013-10-10,701,2850,212,2624,25,31,96,244,772,2328,5296,3374,829,188
21268963,Ad Astra,2019-09-18,667,7676,345,4654,74,106,314,774,1668,2995,3738,2590,783,150
25232189,Sans un bruit,2018-06-20,655,3017,306,3251,65,143,303,617,1329,3066,4718,2318,498,146
450459,Steak,2007-06-20,552,1888,153,1838,911,820,935,1109,1571,2594,3097,1581,434,169
388431,L'Assassinat de Jesse James par le lâche Robert Ford,2007-09-21,701,6582,155,3843,61,100,264,497,1079,2284,4023,3246,1283,441
8264969,Steve Jobs,2015-10-08,632,5536,257,3364,89,138,359,919,2018,3619,3788,1827,412,109
10948234,Le Tout Nouveau Testament,2015-09-01,597,4062,276,1951,242,426,669,1104,1951,3079,3304,1896,492,155
477050,Hôtel Transylvanie,2012-09-28,614,1097,181,1627,78,170,370,815,1928,3876,3935,1631,376,162
405457,"Volt, star malgré lui",2008-11-21,562,727,85,1277,137,289,635,1405,3009,3961,2699,919,198,105
485455,Des hommes sans loi,2012-08-29,693,3609,225,3007,24,41,110,343,894,2545,5097,3331,797,186
377558,RockNRolla,2008-11-19,666,2191,102,1980,75,108,229,468,1193,2714,4401,2968,925,288
448393,Hot Shots !,1991-07-31,661,1432,49,1754,95,150,272,545,1280,3267,4326,2405,716,313
485657,Transformers : L'Âge de l'extinction,2014-06-27,430,918,315,1787,898,1419,1930,2376,2376,2143,1330,564,181,159
479487,Idiocracy,2006-09-01,587,2544,176,1415,223,331,666,1162,2283,3717,3213,1248,375,172
9978877,Alita : Battle Angel,2019-02-13,639,3691,323,3983,71,134,318,678,1505,3307,4360,2132,618,276
390731,Scary Movie 3,2003-10-24,473,530,46,988,599,942,1541,2180,2875,2698,1722,586,153,109
461694,Insomnia,2002-05-03,663,4486,109,2938,28,64,160,410,1316,3553,5237,2126,424,99
473900,Die Hard : Belle journée pour mourir,2013-02-06,378,1095,439,1774,1238,1859,2529,2492,2107,1602,994,414,99,91
366853,Quand Harry rencontre Sally,1989-07-12,687,2886,57,2954,33,73,146,423,1082,2843,4732,2883,844,373
390309,A Dangerous Method,2011-09-30,587,3886,245,2099,68,212,512,1274,2706,4003,3215,1151,229,73
454648,Sexe intentions,1999-03-05,561,1084,63,1298,278,505,835,1499,2552,3311,2699,1192,388,217
457234,Les Frères Grimm,2005-08-26,528,1543,61,1268,206,421,980,2022,3263,3718,2114,627,104,45
373976,Flight,2012-11-02,638,1894,255,1924,40,109,254,661,1713,3942,4457,1855,385,100
423307,Lolita,1962-06-12,736,7524,106,5009,28,39,96,185,640,1897,4449,4250,1448,484
385119,American Pie : Marions-les !,2003-08-01,464,462,48,783,774,991,1569,2265,2793,2706,1629,552,154,85
10126812,L'Interview qui tue !,2014-12-24,578,2149,184,1724,196,365,690,1261,2162,3619,3429,1340,326,130
461677,West Side Story,1961-12-13,710,3907,98,3673,65,84,209,374,977,2221,3998,3346,1465,791
384638,La Nuit des masques,1978-10-25,725,2912,190,7116,50,67,144,357,842,1974,4281,3724,1420,678
392794,Madagascar 2,2008-12-03,560,626,58,1182,142,311,598,1349,2913,4083,2821,960,218,145
384468,Casablanca,1942-11-26,792,5984,126,5319,25,26,43,107,361,1038,3125,4716,2789,1347
362914,Tempête de boulettes géantes,2009-10-21,626,1212,121,1479,150,251,441,955,1874,3456,3859,1936,493,179
11869623,Kong: Skull Island,2017-03-08,531,1950,365,3426,216,463,1017,1923,3006,3716,2299,689,146,123
415662,Les Dalton,2004-12-08,261,478,91,1452,3780,3426,2545,1717,1135,624,240,78,30,45
471564,Rio,2011-04-09,600,924,117,1251,79,176,380,881,2230,4370,3692,1367,309,136
485381,Ali G,2002-03-22,545,721,59,839,436,624,905,1439,2333,3408,2766,1245,299,168
20968448,Mother!,2017-09-13,636,7170,353,4707,352,402,673,938,1482,2201,2981,2793,1313,490
390555,Superman Returns,2006-06-28,460,1080,123,1860,546,1099,1742,2772,2871,2438,1454,514,111,82
407437,Sinister,2012-10-05,613,1685,283,2271,124,198,493,997,1937,3350,3783,1997,565,212
15916293,Sully,2016-09-08,660,3577,222,2963,42,63,176,438,1348,3569,5058,2319,470,176
382740,Tueurs nés,1994-08-26,685,4208,94,3310,101,189,291,568,1055,2251,3982,3242,1425,583
492158,L'Impasse,1993-11-12,806,7257,133,6981,8,10,26,80,278,813,2873,5281,3182,1141
431123,Dark City,1998-02-27,742,6145,149,4453,49,50,108,259,623,1701,4003,4549,1844,524
410051,Piranha 3D,2010-08-20,497,981,374,2068,950,1296,1675,2032,2261,2448,2028,790,165,74
365033,Fast & Furious 5,2011-04-29,558,734,211,2279,443,494,795,1272,2440,3453,2824,1356,416,260
405606,Hostel,2005-09-17,541,1205,111,1598,427,677,1006,1634,2583,3521,2572,1064,190,88
462661,Le Monde de Narnia : L'Odyssée du Passeur d'Aurore,2010-12-08,488,912,90,1021,331,631,1271,2170,3243,3010,1948,796,211,161
16856448,Jurassic World : Fallen Kingdom,2018-06-06,517,2498,342,3056,224,624,1196,1982,3107,3411,2175,784,174,119
479037,L'Agence tous risques,2010-06-16,558,997,245,1257,271,386,792,1455,2698,3820,3025,1066,212,96
8864773,Terminator : Genisys,2015-07-01,482,1680,410,2399,495,881,1507,2107,2970,3028,1938,634,161,100
482154,Megamind,2010-11-05,610,1019,156,1553,89,182,429,925,2216,3958,3915,1592,374,150
364792,Le Voyage dans la Lune,1902-00-00,802,3509,99,3028,31,24,45,89,352,890,3031,5356,2580,1445
17096076,Les Frères Sisters,2018-09-19,698,6642,192,4608,17,30,98,228,785,2469,5586,3748,750,139
411771,Lincoln,2012-11-16,628,5351,342,3514,79,178,412,870,1971,3608,4083,1982,526,147
24222651,"First Man, le premier homme sur la Lune",2018-10-17,717,8642,299,4904,20,46,85,265,746,2098,4563,4361,1395,285
449786,Evil Dead,1981-10-15,704,2935,165,4754,83,112,226,429,980,2321,4567,3423,1213,520
365982,Phénomènes,2008-06-11,471,1409,201,1491,646,1105,1761,2514,2898,2642,1561,540,146,67
17819812,Five,2016-03-30,620,2264,110,1643,117,160,337,715,1642,3477,4433,2195,588,220
15508491,Café Society,2016-05-11,630,4310,212,3031,41,82,273,764,1892,4018,4454,1907,404,106
12957346,Mon roi,2015-10-21,691,4763,206,2206,98,108,214,383,839,2066,4176,3982,1609,473
467126,Dead Man,1995-12-23,755,7846,132,4861,38,69,114,259,646,1475,3257,4495,2505,1120
401447,Le Grinch,2000-11-17,512,948,47,1430,366,630,1182,1990,2922,3119,2259,971,291,253
434228,L'Homme au masque de fer,1998-03-02,543,1400,50,1268,269,469,927,1600,2934,3511,2782,1071,295,136
8277496,Star Wars : L'Ascension de Skywalker,2019-12-18,545,5944,479,4239,371,550,1085,1754,2707,3171,2573,1226,354,207
374737,Les Quatre Cents Coups,1959-06-03,778,5273,81,4989,25,25,45,119,364,1157,3591,5110,2449,1124
458021,Y a-t-il un pilote dans l'avion ?,1980-07-02,676,2141,62,2469,111,150,280,510,1301,2932,4548,2899,928,370
11515487,Demolition,2016-04-08,715,7344,178,3749,24,39,98,316,808,2246,4901,4163,1175,278
8305605,Transcendance,2014-04-18,498,2716,286,1576,286,657,1436,2377,3173,3107,1894,777,252,93
409395,La Planète au trésor : Un nouvel univers,2002-11-17,678,1760,59,2607,47,69,167,443,1212,2791,4595,3002,1197,535
492032,Les Désastreuses Aventures des orphelins Baudelaire,2004-12-17,606,1232,72,1549,114,216,483,1093,2224,3813,3696,1762,490,169
435986,Le Prince d'Égypte,1998-12-16,667,1216,45,2387,62,84,209,488,1382,3191,4333,2835,1013,466
8388748,Jeune & Jolie,2013-08-21,599,2842,232,1726,169,254,545,1129,2236,3857,3752,1679,355,114
432758,J'ai tué ma mère,2009-07-15,709,5511,138,2793,73,105,159,297,669,1867,4193,3995,2027,724
459990,Agents très spéciaux - Code U.N.C.L.E.,2015-08-14,655,2261,192,2333,47,85,206,540,1408,3469,5342,2360,502,158
470003,L'Écume des jours,2013-04-24,562,4434,315,2126,234,458,856,1621,2621,3362,2937,1506,406,135
418351,Hors de prix,2006-12-13,514,666,55,704,301,591,1049,1940,3307,3786,2293,687,131,52
402862,Tomboy,2011-04-20,704,5606,212,2564,76,76,147,321,815,2386,4871,3870,1237,341
401962,Le Chat Potté,2011-11-30,564,1085,170,1482,145,327,671,1408,2962,4201,2991,1078,258,100
8414081,Crimson Peak,2015-10-09,627,5494,342,3711,57,145,396,967,2005,3863,4130,1944,456,187
459522,Carnage,2011-09-16,674,3639,299,3155,57,117,206,555,1240,3028,4880,3057,854,184
497819,Lost Highway,1997-01-15,772,8914,129,6232,41,64,135,288,602,1253,3068,4591,2802,1346
8299086,Les Gamins,2013-04-17,565,827,233,1255,244,368,734,1441,2507,4069,3405,1111,252,68
428617,Rush,2013-09-13,723,2865,258,3644,30,66,111,243,673,1951,4842,4620,1388,344
425878,Fighter,2010-12-10,733,4842,231,3299,21,21,66,176,558,1966,5179,4905,1190,187
480138,Cyprien,2009-02-25,303,464,118,970,3256,2820,2503,2131,1774,1116,464,154,35,36
380725,Camping 2,2010-04-21,300,516,100,1368,2956,2835,2615,2390,1742,1075,441,149,38,50
388846,Wayne's World,1992-02-14,659,2445,79,2216,174,242,356,652,1354,2889,4263,2810,1036,527
422368,The Raid,2012-03-22,688,2363,368,3239,73,132,291,483,1127,2615,4885,3465,1006,278
478222,Demolition Man,1993-10-08,635,1602,151,2996,119,213,349,873,1883,3810,4196,2064,577,280
10736169,La French,2014-12-03,663,3378,197,1998,56,76,180,463,1228,3130,5393,3016,680,147
383612,Laurence Anyways,2012-07-18,758,6825,191,3780,67,75,118,221,466,1263,2986,4615,3085,1474
444231,Red,2010-11-17,592,1345,195,1522,94,229,522,1132,2488,4501,3609,1408,281,109
396553,Banlieue 13 (B13),2004-11-10,413,545,64,748,1323,1586,1925,2344,2691,2340,1427,525,120,96
408805,Pour une poignée de dollars,1964-09-12,765,3173,117,5403,18,7,26,96,285,1272,4732,5612,1795,541
399726,"Babe, le cochon devenu berger",1995-08-04,547,701,36,1108,375,605,934,1629,3034,3511,2659,1149,271,226
430030,Duel,1971-11-10,740,3701,173,5068,50,44,108,235,605,1829,4690,4629,1662,549
720088,Total Recall : Mémoires programmées,2012-08-02,480,1141,376,1785,493,908,1529,2432,3080,3138,1954,657,141,72
8193999,Monuments Men,2014-02-07,508,2619,314,1862,267,557,1278,2287,3462,3509,2041,749,186,72
385552,"Erin Brockovich, seule contre tous",2000-03-17,671,2159,49,1941,38,77,150,441,1349,3521,5061,2705,774,294
444935,Saw II,2005-10-28,519,622,76,1437,457,814,1072,1758,2885,3491,2540,1023,247,141
374033,How High,2001-12-21,566,1016,53,1208,253,387,701,1295,2500,3831,3281,1495,423,280
410773,Le Corniaud,1965-03-24,710,1630,52,3157,27,38,90,211,782,2487,5493,3731,1089,503
11195585,Les Combattants,2014-08-20,685,4294,225,2738,40,80,188,433,1174,2871,5218,3329,882,237
486319,Le Péril jeune,1995-01-11,690,2838,61,1845,53,102,176,404,981,2583,4936,3671,1179,377
361958,Tais-toi !,2003-10-22,534,950,58,1213,375,643,1021,1527,2618,3525,3012,1268,350,148
382879,Rock,1996-06-07,636,1184,112,2905,81,189,338,800,1819,3873,4373,2205,591,218
417699,Ce que veulent les femmes,2000-12-15,551,708,45,985,242,407,851,1679,3166,4324,2714,848,185,75
366382,Massacre à la tronçonneuse,1974-10-01,720,4005,184,5822,117,147,264,535,1041,2210,4054,3539,1677,913
480057,Jack Reacher,2012-12-20,610,1476,337,2020,123,210,445,1003,2292,4253,4403,1436,249,89
436579,Prête-moi ta main,2006-11-01,595,844,74,1069,130,248,433,1065,2561,4588,3834,1383,212,61
387445,Les Aventures de Bernard et Bianca,1977-06-22,676,877,40,2304,38,60,139,371,1378,3619,5284,2687,636,318
423357,The Host,2006-07-27,693,3977,149,4524,107,154,294,546,1169,2579,4729,3458,1149,345
10320828,Conjuring 2 : Le Cas Enfield,2016-06-08,641,1863,211,3173,95,185,400,789,1722,3321,4377,2561,746,338
403823,Impitoyable,1992-08-07,782,5797,158,7579,28,28,44,141,400,1259,3756,5331,2628,931
418707,Salt,2010-08-25,487,887,220,1032,410,844,1464,2416,3197,3300,1998,680,153,85
413433,Ace Ventura en Afrique,1995-11-10,592,1051,51,1660,262,428,676,1172,2320,3620,3362,1824,581,328
391651,Le Petit Dinosaure et la Vallée des merveilles,1988-11-18,719,1340,48,2805,46,39,116,272,856,2438,4913,3698,1400,807
376611,Bad Boys II,2003-07-09,518,828,68,1504,422,677,1132,1810,3023,3613,2549,987,227,149
11797704,Insaisissables 2,2016-06-09,525,2237,175,1860,248,491,1003,1882,2957,3729,2640,1074,344,223
360936,Blade,1998-08-21,584,1215,75,2040,192,369,665,1282,2779,4272,3416,1227,254,149
468219,Charlie et ses drôles de dames,2000-11-03,458,648,51,1262,654,1160,1869,2745,3232,2784,1532,452,100,77
477472,Les Rois mages,2001-12-12,479,503,39,598,555,1053,1594,2229,2977,3139,2074,746,169,85
489515,The Rocky Horror Picture Show,1975-08-14,748,5475,161,4316,64,104,182,310,686,1585,3644,4222,2378,1479
375573,J. Edgar,2011-11-11,594,4654,273,2502,80,168,519,1250,2767,4453,3668,1382,268,101
12995553,Le Garçon et la Bête,2015-07-11,760,6918,192,4223,11,14,32,130,417,1364,4101,5284,2457,848
10432848,Sausage Party : La vie privée des aliments,2016-08-11,562,2311,217,1868,599,619,908,1397,2361,3519,3304,1455,342,156
440921,2 Fast 2 Furious,2003-06-05,424,540,72,1144,979,1536,2003,2494,2829,2415,1482,578,191,165
16838981,Mission : Impossible - Fallout,2018-08-01,680,2495,289,4654,41,69,191,486,1289,3191,5276,3217,730,192
456439,Jeanne d'Arc,1999-10-27,533,1555,73,2051,357,553,1092,1874,3061,3715,2675,1032,222,106
463455,Date limite,2010-11-05,566,1097,210,1177,155,352,765,1464,2910,4482,3176,1103,200,84
480902,Justice League,2017-11-15,468,3362,424,9518,501,873,1752,2562,3224,3037,1710,541,179,316
486243,"Arrietty, le petit monde des chapardeurs",2010-07-17,705,3461,265,2689,15,27,79,224,744,2687,5552,3773,1162,433
407656,Danny the Dog,2005-02-02,593,1248,48,1021,148,312,637,1212,2368,3950,3775,1663,474,159
400640,"Menteur, menteur",1997-03-21,584,1125,56,1500,109,270,565,1229,2777,4533,3447,1321,314,144
399034,Bad Teacher,2011-07-27,427,746,170,768,882,1483,2221,3061,3210,2474,1007,285,64,49
397603,La Vérité si je mens ! 2,2001-02-07,503,528,30,748,725,929,1306,1918,2714,3099,2447,1132,328,161
458605,Blue Velvet,1986-09-19,756,6960,99,4902,40,54,122,198,580,1550,4023,5074,2280,840
408059,C'est la fin,2013-06-12,597,2309,215,2755,217,369,705,1124,2225,4076,3827,1675,423,126
17510434,A Star Is Born,2018-10-03,659,3500,230,3058,73,118,277,676,1379,3061,4610,3059,1076,453
446029,Apollo 13,1995-06-30,680,2766,72,3497,29,52,146,359,1096,3323,5581,3058,856,284
400056,Les Chroniques de Riddick,2004-06-11,590,1232,101,1378,224,394,637,1250,2423,3927,3626,1672,452,180
1341822,La Chute,2004-09-08,717,5205,103,3052,30,46,93,235,753,2356,5500,4260,1191,336
405047,La Belle et la Bête,2017-03-15,572,2764,246,2651,181,330,708,1377,2618,3814,3226,1621,563,370
11175472,Hippocrate,2014-09-03,649,3251,189,2013,51,94,224,573,1557,4066,5622,2162,384,83
445581,This is England,2007-04-27,762,5143,89,1945,23,25,50,111,343,1337,4292,5748,2309,593
12499338,Elle,2016-05-25,669,6087,299,4764,161,211,392,758,1445,2852,4619,3191,994,237
461160,Contagion,2011-09-08,565,2006,337,2402,161,371,817,1830,3291,4306,2883,971,182,61
450141,S.O.S. Fantômes II,1989-06-16,631,1144,68,2915,87,157,331,841,2142,4380,4375,1843,502,247
417029,Cyrano de Bergerac,1990-03-28,737,2950,77,3202,44,39,101,257,674,2118,4559,4144,1954,1024
441510,New York 1997,1981-05-23,722,4549,131,6595,27,46,137,332,942,2457,5133,4012,1338,494
396025,Ed Wood,1994-09-28,742,6269,117,6138,38,51,118,310,783,2075,4541,4569,1833,605
365542,Gangster Squad,2013-01-07,590,2475,318,2596,139,274,553,1268,2415,4188,4010,1644,339,101
443256,The Town,2010-09-17,670,2433,259,2654,56,84,182,495,1282,3669,5803,2705,531,147
8469194,Fast & Furious 7,2015-04-10,539,1084,328,2942,544,655,996,1640,2588,3401,2891,1372,491,376
470034,The Full Monty : Le Grand Jeu,1997-08-29,679,1641,56,1740,25,62,128,383,1265,3548,5582,2953,816,217
376619,La Légende de Zorro,2005-10-24,515,604,32,722,228,532,1142,2237,3634,3814,2303,813,175,106
467136,Dragon Rouge,2002-10-04,621,2009,73,2121,87,194,363,906,1991,3975,4446,2212,576,235
408496,Valse avec Bachir,2008-06-25,772,6744,140,3213,34,45,79,155,401,1144,3604,5645,2925,975
498124,À bout de souffle,1960-03-16,729,5105,131,4349,84,103,198,375,881,1870,3909,4375,2129,1084
19278792,Life : Origine inconnue,2017-04-19,604,3774,314,3231,112,225,533,1092,2555,4465,4226,1462,276,82
409098,Catwoman,2004-07-22,287,787,138,1436,3710,3337,2624,1941,1420,1087,592,194,46,80
361634,Largo Winch,2008-12-17,493,933,91,642,440,842,1490,2277,3279,3617,2197,725,150,53
415777,Les Sentiers de la gloire,1957-12-20,817,9135,130,8572,12,15,38,62,202,733,2872,5832,4001,1351
398270,SuperGrave,2007-08-17,626,1822,120,2512,233,307,568,1032,1922,3588,4266,2297,674,237
